test_label,scenario_clients,hz,run_id,mean,median,p95,delay_part
visualization_http-post-long-polling,1,1,run2,0.0,0.0,0.0,network_ingestion_ms
visualization_http-post-long-polling,1,1,run3,3.4897476340694005,4.0,5.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,1,1,run1,0.1336898395721925,0.0,0.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,1,1,run3,0.0769230769230769,0.0,0.3999999999999986,network_ingestion_ms
visualization_webrtc-unreliable-unordered,1,1,run1,0.5971731448763251,1.0,1.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,1,1,run2,0.0568181818181818,0.0,1.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,1,1,run3,0.5897435897435898,1.0,1.0,network_ingestion_ms
visualization_websocket,1,1,run1,0.9645390070921984,1.0,1.0,network_ingestion_ms
visualization_http-post-long-polling,100,1,run1,0.1501687458566865,0.0,1.0,network_ingestion_ms
visualization_http-post-long-polling,100,1,run2,0.0408546718030062,0.0,0.0,network_ingestion_ms
visualization_http-post-long-polling,100,1,run3,0.0385181776346065,0.0,0.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,100,1,run1,0.3614593604733061,0.0,1.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,100,1,run2,0.560377358490566,1.0,1.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,100,1,run1,0.6106560271167291,1.0,1.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,100,1,run2,0.0769230769230769,0.0,1.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,100,1,run3,0.5,0.5,0.95,network_ingestion_ms
visualization_websocket,100,1,run1,0.036297839675403,0.0,0.0,network_ingestion_ms
visualization_websocket,100,1,run2,1.15625,1.0,2.0,network_ingestion_ms
visualization_websocket,100,1,run3,0.3714285714285714,0.0,1.0,network_ingestion_ms
visualization_http-post-long-polling,500,1,run1,1.0803913043478262,1.0,2.0,network_ingestion_ms
visualization_http-post-long-polling,500,1,run2,0.2084329080510338,0.0,1.0,network_ingestion_ms
visualization_http-post-long-polling,500,1,run3,0.0542391424772878,0.0,0.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,500,1,run1,1.1519685538578583,1.0,3.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,500,1,run2,2.4584830063553467,0.0,17.0,network_ingestion_ms
visualization_webrtc-reliable-ordered,500,1,run3,5.678957256928135,3.0,19.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,500,1,run1,3.181470869149952,0.0,11.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,500,1,run2,3.746175321049693,1.0,22.0,network_ingestion_ms
visualization_webrtc-unreliable-unordered,500,1,run3,5.272813238770685,2.0,17.0,network_ingestion_ms
visualization_websocket,500,1,run1_ws500_retry5,8.444444444444445,5.0,21.8,network_ingestion_ms
visualization_websocket,500,1,run2,0.0730521613454211,0.0,1.0,network_ingestion_ms
visualization_websocket,500,1,run3,0.1513157894736842,0.0,1.0,network_ingestion_ms
visualization_http-post-long-polling,1,1,run2,0.0,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,1,1,run3,0.0063091482649842,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,1,1,run1,0.0,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,1,1,run3,0.0,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,1,1,run1,0.0,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,1,1,run2,0.0,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,1,1,run3,0.0,0.0,0.0,server_processing_ms
visualization_websocket,1,1,run1,0.0,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,100,1,run1,0.0057705056349062,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,100,1,run2,0.0106786766372082,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,100,1,run3,0.0047860101242521,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,100,1,run1,0.0004225947316523,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,100,1,run2,0.0,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,100,1,run1,0.0005296236141515,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,100,1,run2,0.004524886877828,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,100,1,run3,0.0,0.0,0.0,server_processing_ms
visualization_websocket,100,1,run1,0.0,0.0,0.0,server_processing_ms
visualization_websocket,100,1,run2,0.0,0.0,0.0,server_processing_ms
visualization_websocket,100,1,run3,0.0,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,500,1,run1,0.002,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,500,1,run2,0.0925648922129344,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,500,1,run3,0.064639652116109,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,500,1,run1,0.0644772712863754,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,500,1,run2,0.1603343465045592,0.0,0.0,server_processing_ms
visualization_webrtc-reliable-ordered,500,1,run3,0.106857679661813,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,500,1,run1,0.1485878018829308,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,500,1,run2,0.0383026242322724,0.0,0.0,server_processing_ms
visualization_webrtc-unreliable-unordered,500,1,run3,0.0052009456264775,0.0,0.0,server_processing_ms
visualization_websocket,500,1,run1_ws500_retry5,0.4444444444444444,0.0,1.5999999999999996,server_processing_ms
visualization_websocket,500,1,run2,0.0466430166863749,0.0,0.0,server_processing_ms
visualization_websocket,500,1,run3,0.0043859649122807,0.0,0.0,server_processing_ms
visualization_http-post-long-polling,1,1,run2,17.4,17.0,33.799999999999955,dashboard_delivery_ms
visualization_http-post-long-polling,1,1,run3,18.77129337539432,18.0,34.0,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,1,1,run1,9.176470588235292,9.0,10.699999999999989,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,1,1,run3,3.5384615384615383,4.0,4.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,1,1,run1,9.190812720848056,9.0,10.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,1,1,run2,7.708333333333333,8.0,9.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,1,1,run3,5.012820512820513,4.0,10.0,dashboard_delivery_ms
visualization_websocket,1,1,run1,75.56382978723404,76.0,77.0,dashboard_delivery_ms
visualization_http-post-long-polling,100,1,run1,51.84580847345266,50.0,90.0,dashboard_delivery_ms
visualization_http-post-long-polling,100,1,run2,16.81327894856107,16.0,35.0,dashboard_delivery_ms
visualization_http-post-long-polling,100,1,run3,19.31455361251726,18.0,40.0,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,100,1,run1,10.2723270883223,9.0,18.0,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,100,1,run2,0.5584905660377358,0.0,2.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,100,1,run1,6.101546500953322,5.0,15.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,100,1,run2,0.4705882352941176,0.0,2.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,100,1,run3,0.0,0.0,0.0,dashboard_delivery_ms
visualization_websocket,100,1,run1,6.802664765873451,6.0,16.0,dashboard_delivery_ms
visualization_websocket,100,1,run2,0.34375,0.0,2.0,dashboard_delivery_ms
visualization_websocket,100,1,run3,0.3492063492063492,0.0,2.0,dashboard_delivery_ms
visualization_http-post-long-polling,500,1,run1,9153.150434782608,9144.0,12882.0,dashboard_delivery_ms
visualization_http-post-long-polling,500,1,run2,213.7306115266168,88.0,869.0,dashboard_delivery_ms
visualization_http-post-long-polling,500,1,run3,47.22145053179703,42.0,111.0,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,500,1,run1,97131.10923730423,96289.0,179104.6,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,500,1,run2,3.376347057198121,2.0,10.0,dashboard_delivery_ms
visualization_webrtc-reliable-ordered,500,1,run3,4.251761390324096,3.0,14.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,500,1,run1,106766.53370173284,107497.5,192321.2,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,500,1,run2,3.933724176437744,3.0,12.0,dashboard_delivery_ms
visualization_webrtc-unreliable-unordered,500,1,run3,5.147281323877069,4.0,16.0,dashboard_delivery_ms
visualization_websocket,500,1,run1_ws500_retry5,136.77777777777777,153.0,154.0,dashboard_delivery_ms
visualization_websocket,500,1,run2,1.0194455393509394,0.0,4.0,dashboard_delivery_ms
visualization_websocket,500,1,run3,2.344298245614035,2.0,6.0,dashboard_delivery_ms
visualization_http-post-long-polling,1,1,run2,0.0348623853211009,0.0,0.0,dom_update_ms
visualization_http-post-long-polling,1,1,run3,0.0323343848580441,0.0,0.0,dom_update_ms
visualization_webrtc-reliable-ordered,1,1,run1,0.1550802139037433,0.0,1.0,dom_update_ms
visualization_webrtc-reliable-ordered,1,1,run3,0.1538461538461538,0.0,1.0,dom_update_ms
visualization_webrtc-unreliable-unordered,1,1,run1,0.166077738515901,0.0,1.0,dom_update_ms
visualization_webrtc-unreliable-unordered,1,1,run2,0.1553030303030303,0.0,1.0,dom_update_ms
visualization_webrtc-unreliable-unordered,1,1,run3,0.1538461538461538,0.0,1.0,dom_update_ms
visualization_websocket,1,1,run1,0.1524822695035461,0.0,1.0,dom_update_ms
visualization_http-post-long-polling,100,1,run1,1.3697040920870247,1.0,2.0,dom_update_ms
visualization_http-post-long-polling,100,1,run2,0.0046548077649369,0.0,0.0,dom_update_ms
visualization_http-post-long-polling,100,1,run3,0.0052231937413713,0.0,0.0,dom_update_ms
visualization_webrtc-reliable-ordered,100,1,run1,1.634349908437808,2.0,3.0,dom_update_ms
visualization_webrtc-reliable-ordered,100,1,run2,0.0283018867924528,0.0,0.0,dom_update_ms
visualization_webrtc-unreliable-unordered,100,1,run1,1.609279005719935,2.0,3.0,dom_update_ms
visualization_webrtc-unreliable-unordered,100,1,run2,0.0361990950226244,0.0,0.0,dom_update_ms
visualization_webrtc-unreliable-unordered,100,1,run3,0.0,0.0,0.0,dom_update_ms
visualization_websocket,100,1,run1,1.567715758306832,2.0,2.0,dom_update_ms
visualization_websocket,100,1,run2,0.0,0.0,0.0,dom_update_ms
visualization_websocket,100,1,run3,0.0253968253968253,0.0,0.0,dom_update_ms
visualization_http-post-long-polling,500,1,run1,8.495565217391304,6.0,10.0,dom_update_ms
visualization_http-post-long-polling,500,1,run2,0.0024285085789705,0.0,0.0,dom_update_ms
visualization_http-post-long-polling,500,1,run3,0.0037876689563483,0.0,0.0,dom_update_ms
visualization_webrtc-reliable-ordered,500,1,run1,7.455525264692829,6.0,11.0,dom_update_ms
visualization_webrtc-reliable-ordered,500,1,run2,0.0032467532467532,0.0,0.0,dom_update_ms
visualization_webrtc-reliable-ordered,500,1,run3,0.0039924847346171,0.0,0.0,dom_update_ms
visualization_webrtc-unreliable-unordered,500,1,run1,7.810820030017738,6.0,12.0,dom_update_ms
visualization_webrtc-unreliable-unordered,500,1,run2,0.0025125628140703,0.0,0.0,dom_update_ms
visualization_webrtc-unreliable-unordered,500,1,run3,0.0044917257683215,0.0,0.0,dom_update_ms
visualization_websocket,500,1,run1_ws500_retry5,0.0,0.0,0.0,dom_update_ms
visualization_websocket,500,1,run2,0.0084088818814873,0.0,0.0,dom_update_ms
visualization_websocket,500,1,run3,0.0109649122807017,0.0,0.0,dom_update_ms
visualization_http-post-long-polling,1,1,run2,21.680733944954127,22.0,32.0,paint_delay_ms
visualization_http-post-long-polling,1,1,run3,21.767350157728707,22.0,32.0,paint_delay_ms
visualization_webrtc-reliable-ordered,1,1,run1,11.764705882352942,12.0,17.0,paint_delay_ms
visualization_webrtc-reliable-ordered,1,1,run3,11.76923076923077,12.0,13.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,1,1,run1,11.173144876325088,11.0,17.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,1,1,run2,10.640151515151516,12.0,18.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,1,1,run3,6.602564102564102,6.0,8.0,paint_delay_ms
visualization_websocket,1,1,run1,8.957446808510639,8.0,18.0,paint_delay_ms
visualization_http-post-long-polling,100,1,run1,27.78445730127162,28.0,44.0,paint_delay_ms
visualization_http-post-long-polling,100,1,run2,25.087780421481984,25.0,31.0,paint_delay_ms
visualization_http-post-long-polling,100,1,run3,25.13512425218592,25.0,31.0,paint_delay_ms
visualization_webrtc-reliable-ordered,100,1,run1,26.47693337089731,27.0,33.0,paint_delay_ms
visualization_webrtc-reliable-ordered,100,1,run2,29.36603773584905,30.0,32.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,100,1,run1,26.79973165736883,27.0,33.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,100,1,run2,28.68325791855204,29.0,31.0,paint_delay_ms
