test_label,technology,data_channel_mode,dashboard_mode,scenario_clients,hz,run_id,metric,count,mean,median,std,min,max,p95,p99,iqr
server_process_http-post-long-polling,http-post,,long-polling,1,1,run1,cpu_percent_process,313,1.298370607028754,1.3,0.1553580336527972,0.77,2.6,1.47,1.7015999999999996,0.13000000000000012
server_process_http-post-long-polling,http-post,,long-polling,1,1,run2,cpu_percent_process,418,1.2024880382775118,1.32,0.3464932665859869,0.42,2.1,1.61,1.8412999999999984,0.44999999999999996
server_process_http-post-long-polling,http-post,,long-polling,1,1,run3,cpu_percent_process,716,1.2179748603351956,1.1,0.5117666693353895,0.65,7.22,1.8975,2.720500000000003,0.47999999999999987
server_process_http-post-long-polling,http-post,,long-polling,100,1,run1,cpu_percent_process,303,18.589471947194717,18.89,2.7137377485525453,1.05,24.2,20.627,22.253600000000006,1.3800000000000026
server_process_http-post-long-polling,http-post,,long-polling,100,1,run2,cpu_percent_process,298,39.69322147651007,40.06,3.6132500770266693,1.31,46.05,43.643,45.65599999999999,4.255000000000003
server_process_http-post-long-polling,http-post,,long-polling,100,1,run3,cpu_percent_process,368,30.813288043478263,36.11,13.959347490026968,0.96,49.15,42.7085,44.1862,6.877499999999998
server_process_http-post-long-polling,http-post,,long-polling,500,1,run1,cpu_percent_process,331,25.15332326283988,23.98,11.324351362040213,0.02,63.01,48.974999999999994,59.032999999999994,6.234999999999999
server_process_http-post-long-polling,http-post,,long-polling,500,1,run2,cpu_percent_process,300,68.16056666666667,68.475,5.523107071019777,1.16,88.76,73.5005,84.3406,2.7674999999999983
server_process_http-post-long-polling,http-post,,long-polling,500,1,run3,cpu_percent_process,570,38.20501754385965,59.765,28.472510124267107,1.01,86.42,68.72049999999999,74.08639999999998,57.01
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run1,cpu_percent_process,308,0.742012987012987,0.71,0.264280425217729,0.25,3.24,0.8629999999999995,2.0165,0.12
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run2,cpu_percent_process,387,0.7031007751937985,0.79,0.2714482320218557,0.15,1.47,1.03,1.1641999999999995,0.32999999999999996
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run3,cpu_percent_process,309,0.8629773462783172,0.87,0.16629324787957417,0.24,1.73,1.0859999999999996,1.1976000000000004,0.17999999999999994
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run1,cpu_percent_process,299,23.50655518394649,23.51,3.083532006813808,18.71,52.14,27.711999999999996,31.203799999999998,3.7650000000000006
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run2,cpu_percent_process,521,12.268099808061422,19.76,10.382865213233435,0.14,39.41,22.93,24.609999999999978,20.78
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run3,cpu_percent_process,307,20.701856677524432,21.25,4.054794725627083,0.26,52.06,24.598,25.7844,3.969999999999999
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run1,cpu_percent_process,296,43.465202702702705,42.795,12.695611491582943,27.54,183.1,58.129999999999995,68.35050000000003,4.0075
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run2,cpu_percent_process,294,63.624523809523815,63.085,7.70865226471781,53.13,91.1,81.02199999999999,87.82689999999998,8.900000000000006
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run3,cpu_percent_process,342,52.610906432748536,57.224999999999994,21.38941303741319,0.19,163.99,72.82449999999999,86.44309999999997,6.239999999999995
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,1,1,run1,cpu_percent_process,317,0.8494952681388013,0.84,0.22903014589940593,0.19,3.03,1.05,1.855599999999998,0.15000000000000002
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,1,1,run2,cpu_percent_process,307,0.8009120521172638,0.79,0.1588906047129171,0.2,1.39,1.04,1.1987999999999999,0.19000000000000006
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,1,1,run3,cpu_percent_process,321,0.859563862928349,0.88,0.17167865094423113,0.27,1.84,1.06,1.2100000000000006,0.1399999999999999
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,100,1,run1,cpu_percent_process,302,24.006291390728475,24.195,4.074658270471483,0.22,64.14,29.211499999999997,32.01570000000001,3.7474999999999987
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,100,1,run2,cpu_percent_process,296,20.97875,21.1,1.8208834115080201,18.06,25.98,23.9925,24.8325,3.1800000000000033
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,100,1,run3,cpu_percent_process,312,20.57794871794872,20.705,5.305627930803946,0.24,58.65,25.139,26.256700000000002,5.3125000000000036
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,500,1,run1,cpu_percent_process,302,43.8282119205298,42.114999999999995,11.228473333603528,0.04,169.02,56.839000000000006,68.94170000000004,4.447500000000005
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,500,1,run2,cpu_percent_process,302,60.171456953642384,61.629999999999995,10.84566425287915,0.28,177.2,74.49900000000001,79.83160000000001,10.605000000000011
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,500,1,run3,cpu_percent_process,312,59.56214743589744,60.114999999999995,15.106523756441,0.27,185.0,75.5375,82.61519999999999,9.18500000000001
server_process_websocket,websocket,,websocket,1,1,run1,cpu_percent_process,306,0.21133986928104576,0.16,0.2123216756391405,0.1,1.43,0.8474999999999999,1.1195,0.03999999999999998
server_process_websocket,websocket,,websocket,1,1,run2,cpu_percent_process,314,0.22082802547770702,0.18,0.1877373659479798,0.02,1.22,0.6319999999999891,1.1022000000000003,0.06
server_process_websocket,websocket,,websocket,1,1,run3,cpu_percent_process,394,0.19434010152284265,0.19,0.16992498289749025,0.02,1.27,0.3039999999999986,0.9906999999999999,0.0875
server_process_websocket,websocket,,websocket,100,1,run1,cpu_percent_process,296,9.921114864864865,9.864999999999998,0.5208309270367375,8.95,13.37,10.782499999999999,12.386500000000002,0.4949999999999992
server_process_websocket,websocket,,websocket,100,1,run2,cpu_percent_process,299,9.817658862876254,9.78,0.5041297944754866,4.82,11.4,10.531999999999998,10.8808,0.5499999999999989
server_process_websocket,websocket,,websocket,100,1,run3,cpu_percent_process,308,9.16844155844156,9.37,1.6387341702095992,0.03,11.57,10.14,10.523,0.5524999999999984
server_process_websocket,websocket,,websocket,500,1,run1_ws500_retry5,cpu_percent_process,327,34.86376146788991,36.18,11.528800435818987,0.02,71.97,46.590999999999994,54.033,2.9200000000000017
server_process_websocket,websocket,,websocket,500,1,run2,cpu_percent_process,379,31.578918205804747,38.26,16.710679256319203,0.02,53.63,47.191999999999986,50.822799999999994,3.2900000000000063
server_process_websocket,websocket,,websocket,500,1,run3,cpu_percent_process,440,25.743636363636366,36.485,17.731438367050366,0.02,61.97,40.19549999999999,46.411300000000004,37.6925
server_process_http-post-long-polling,http-post,,long-polling,1,1,run1,ram_mb_process,313,14.318690095846645,15.0,1.427025060130804,10.12,15.12,15.12,15.12,0.7399999999999984
server_process_http-post-long-polling,http-post,,long-polling,1,1,run2,ram_mb_process,418,14.6072009569378,15.0,1.4422981803546167,10.0,15.62,15.62,15.62,1.2399999999999984
server_process_http-post-long-polling,http-post,,long-polling,1,1,run3,ram_mb_process,716,14.315027932960893,14.5,1.2621917331557166,9.75,15.41,15.41,15.41,0.27999999999999936
server_process_http-post-long-polling,http-post,,long-polling,100,1,run1,ram_mb_process,303,20.7383498349835,20.41,4.410805431291088,10.25,28.29,28.29,28.29,8.57
server_process_http-post-long-polling,http-post,,long-polling,100,1,run2,ram_mb_process,298,20.68513422818792,20.4,4.026409051157366,10.12,27.73,27.73,27.73,8.02
server_process_http-post-long-polling,http-post,,long-polling,100,1,run3,ram_mb_process,368,21.48967391304348,21.51,4.906867833656649,9.88,27.83,27.83,27.83,11.189999999999998
server_process_http-post-long-polling,http-post,,long-polling,500,1,run1,ram_mb_process,331,55.2258912386707,57.59,24.813673223134437,10.38,91.49,91.49,91.49,37.86
server_process_http-post-long-polling,http-post,,long-polling,500,1,run2,ram_mb_process,300,52.2639,50.83,23.051608069111072,10.12,89.23,89.23,89.23,40.19
server_process_http-post-long-polling,http-post,,long-polling,500,1,run3,ram_mb_process,570,69.12019298245613,88.1,24.510624799914844,10.0,88.1,88.1,88.1,36.42999999999999
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run1,ram_mb_process,308,15.90383116883117,16.439999999999998,1.2465330150952318,12.38,17.25,17.12,17.12,1.1300000000000008
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run2,ram_mb_process,387,16.047286821705427,16.75,1.1370084500335274,12.12,16.75,16.75,16.75,1.0
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,1,1,run3,ram_mb_process,309,15.745275080906149,16.38,1.3691395791050014,12.12,16.88,16.88,16.88,1.629999999999999
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run1,ram_mb_process,299,69.39946488294314,71.25,5.805458584566644,24.38,78.88,78.88,78.88,5.3700000000000045
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run2,ram_mb_process,521,72.35420345489443,73.62,4.898571121026754,43.0,75.75,75.75,75.75,4.8700000000000045
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,100,1,run3,ram_mb_process,307,70.13781758957656,69.88,6.214519799037631,21.5,78.5,78.5,78.5,7.5
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run1,ram_mb_process,296,290.7213851351351,306.44,32.01276477039095,100.62,338.8,316.3325,338.8,41.839999999999975
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run2,ram_mb_process,294,291.4368707482993,289.49,29.024736897155584,177.12,335.59,334.84,335.59,39.99000000000001
server_process_webrtc-reliable-ordered,webrtc,reliable-ordered,webrtc,500,1,run3,ram_mb_process,342,287.43125730994154,292.62,56.54665779512263,12.12,332.62,332.62,332.62,34.75
server_process_webrtc-unreliable-unordered,webrtc,unreliable-unordered,webrtc,1,1,run1,ram_mb_process,317,15.984100946372239,16.75,1.3868572393854437,12.12,17.12,17.0,17.12,1.6199999999999992
