test_label,technology,data_channel_mode,scenario_clients,hz,run_id,metric,count,mean,median,std,min,max,p95,p99,iqr
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,100,1,run2,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,100,1,run3,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run1,errors_per_second,283,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run2,errors_per_second,285,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run3,errors_per_second,283,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,1,1,run1,errors_per_second,283,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,1,1,run2,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,1,1,run3,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,100,1,run1,errors_per_second,284,0.01056338028169014,0.0,0.10241448831834579,0,1,0.0,0.17000000000001592,0.0
load_websocket,websocket,,100,1,run2,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,100,1,run3,errors_per_second,282,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,500,1,run1_ws500_retry5,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,500,1,run2,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_websocket,websocket,,500,1,run3,errors_per_second,284,0.0,0.0,0.0,0,0,0.0,0.0,0.0
load_http-post-long-polling,http-post,,1,1,run1,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_http-post-long-polling,http-post,,1,1,run2,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_http-post-long-polling,http-post,,1,1,run3,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_http-post-long-polling,http-post,,100,1,run1,clock_offset_ms,284,-1.0,-1.0,0.0,-1,-1,-1.0,-1.0,0.0
load_http-post-long-polling,http-post,,100,1,run2,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_http-post-long-polling,http-post,,100,1,run3,clock_offset_ms,285,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_http-post-long-polling,http-post,,500,1,run1,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_http-post-long-polling,http-post,,500,1,run2,clock_offset_ms,285,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_http-post-long-polling,http-post,,500,1,run3,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,1,1,run1,clock_offset_ms,284,-1.0,-1.0,0.0,-1,-1,-1.0,-1.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,1,1,run2,clock_offset_ms,285,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,1,1,run3,clock_offset_ms,285,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,100,1,run1,clock_offset_ms,283,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,100,1,run2,clock_offset_ms,284,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,100,1,run3,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,500,1,run1,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,500,1,run2,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-reliable-ordered,webrtc,reliable-ordered,500,1,run3,clock_offset_ms,283,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,1,1,run1,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,1,1,run2,clock_offset_ms,283,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,1,1,run3,clock_offset_ms,284,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,100,1,run1,clock_offset_ms,284,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,100,1,run2,clock_offset_ms,284,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,100,1,run3,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run1,clock_offset_ms,283,-1.0,-1.0,0.0,-1,-1,-1.0,-1.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run2,clock_offset_ms,285,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_webrtc-unreliable-unordered,webrtc,unreliable-unordered,500,1,run3,clock_offset_ms,283,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_websocket,websocket,,1,1,run1,clock_offset_ms,283,-2.0,-2.0,0.0,-2,-2,-2.0,-2.0,0.0
load_websocket,websocket,,1,1,run2,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_websocket,websocket,,1,1,run3,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_websocket,websocket,,100,1,run1,clock_offset_ms,284,-1.0,-1.0,0.0,-1,-1,-1.0,-1.0,0.0
load_websocket,websocket,,100,1,run2,clock_offset_ms,284,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_websocket,websocket,,100,1,run3,clock_offset_ms,282,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_websocket,websocket,,500,1,run1_ws500_retry5,clock_offset_ms,284,1.0,1.0,0.0,1,1,1.0,1.0,0.0
load_websocket,websocket,,500,1,run2,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
load_websocket,websocket,,500,1,run3,clock_offset_ms,284,2.0,2.0,0.0,2,2,2.0,2.0,0.0
